Title,Company,Location,Type,Level,YearsExp,Country,Skills,MinYearsExp,MaxYearsExp
Graphic Designer,Homix, Mohandessin,Full Time,Experienced,2+ Yrs of Exp,Giza,"Adobe Photoshop, Adobe Illustrator, Communication Skills, Management, Arabic, After Effect, Creative/Design/Art",2,4
Supply Chain Operation Manager,Confidential, Maadi,Full Time,Manager,5-7 Yrs of Exp,Cairo,"Warehousing, Inventory Control, Supply Chain Management, Medical, Pharmacy, Medicine, Material Planning, Suppliers, Doctor, Operations",5,7
Partnerships Executive,Saavee Egypt, New Cairo,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Sales Skills, Business Development, Food Delivery, Presentation Skills, English, Sales/Retail",1,3
Electronics Engineer - Mechatronics,elsaayad, New Cairo,Full Time,Part Time,1-3 Yrs of Exp,Cairo,"Males Preferred, Mechatronics, Electrical, Electronics, 3D Printing, SolidWorks, 3D, Engineering, Engineering - Mechanical/Electrical",1,3
Freelancer Sales Executive,Semicolon Agency, Dubai,Part Time,Freelance / Project,0-3 Yrs of Exp,United Arab Emirates,"2 Vacancies, Sales Skills, Sales Target, Business Development, Selling, Product, Business Opportunities, Business Development",0,3
Maintenance Engineer,MAKTech 3d, 6th of October,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Mechatronics Engineering, Biomedical Engineering, FDM 3d printers, Arabic, English, SLA 3D Printers, Installation/Maintenance/Repair",2,5
Senior Marketing Specialist,MAKTech 3d, 6th of October,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Market Research, Social Media, Digital Marketing, Business, Writing Skills, English, Communication, Creative",3,5
Marketing Supervisor,Arab Mechanical Engineers, Nasr City,Full Time,Manager,5+ Yrs of Exp,Cairo,"Marketing, Market Research, English, Management, Creativity, Operations/Management, Marketing/PR/Advertising, Media/Journalism/Publishing",5,7
Mobile Developer,Joovlly, Mohandessin,Full Time,Experienced,2+ Yrs of Exp,Giza,"Information Technology (IT), Software Development, Mobile Development, Android, iOS, Design, Flutter Mobile Application, GraphQL",2,4
HR & Admin Officer,MAKTech 3d, 6th of October,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Administration, Labor Law, Spreadsheets, Communication Skills, Microsoft Office, English, Administration, Human Resources",3,5
Application Support Specialist,BI-Technologies, New Cairo,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,"Males Preferred, Information Technology (IT), Computer Science, Telecommunication, Computer Engineering, Customer Service, SQL, CRM",1,5
Telesales Representative,Nanotech International For Solar Energy, Mohandessin,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Customer Service, Sales Skills, Telesales, Communication Skills, Customer Service/Support, Sales/Retail",1,3
System Analysis Project Lead,LINK Development, Maadi,Full Time,Experienced,4-8 Yrs of Exp,Cairo,"Information Technology (IT), System Analysis, Business Analysis, Computer Science, CBAP, Project Management, English, Arabic, CCBA",4,8
General Manager,Wattan Pack Company, Quweisna,Full Time,Senior Management,10+ Yrs of Exp,Monufya,"Management, Factory, General Manager, Manufacturing, Operations/Management, Manufacturing/Production, C-Level Executive/GM/Director",10,12
Senior R&D Electronics Engineer,BEDO Company, 6th of October,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Males Only, Research & Development, Design, R&D, English, Computer, Minesweeper, Robocon, ROV, Formula, Electrical Power",2,5
Mechanical Site Engineer,ASC for Construction and Engineering, Santah,Full Time,Experienced,5+ Yrs of Exp,Gharbia,Engineering - Mechanical/Electrical,5,7
Landscape Engineer - Marsa Matruh,Confidential, Marsa Matruh,Full Time,Experienced,5+ Yrs of Exp,Matruh,"Irrigation, Landscape Designing, Microsoft Office, Site Engineering, English, Maintenance, Agriculture, Creative/Design/Art",5,7
Housekeeping Manager - Marsa Matruh,Confidential, Marsa Matruh,Full Time,Manager,5+ Yrs of Exp,Matruh,"Housekeeping, Computer Skills, Hospitality, Management, Operations, Hospitality/Hotels/Food Services, Operations/Management",5,7
Facility Engineer,Confidential, Marsa Matruh,Full Time,Experienced,4-5 Yrs of Exp,Matruh,"Mechanical Engineering, Electrical Engineering, Structural Engineering, Maintenance, Civil, Safety, Installation/Maintenance/Repair",4,5
Local Purchasing Specialist - Alexandria,Pharaonia Pharma, Bourj Alarab,Full Time,Entry Level,1-2 Yrs of Exp,Alexandria,"Negotiation, Supply Chain, Purchasing, English, Science, Pharmaceutical, R&D/Science, Pharmaceutical, Purchasing/Procurement",1,2
Fleet & Administration Specialist,Confidential, Marsa Matruh,Full Time,Experienced,3-5 Yrs of Exp,Matruh,"English, Facility, Logistics, Fleet Management, Administration, Logistics/Supply Chain",3,5
R&D Electrical Power Engineer,BEDO Company, 6th of October,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Males Only, Research & Development, Power Engineering, Design, 3ds Max, Auto CAD, 2D Drawings, R&D, English, Computer, Robocon",2,5
Junior iOS Developer,Confidential, Maadi,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Git, Computer Science, Information Technology (IT), Software Development, iOS Development, Computer Engineering, React Native, GraphQL",1,3
CEO Office Manager,Confidential, Giza,Full Time,Experienced,4-10 Yrs of Exp,Egypt,"Administration, Office Management, Marketing Agencies, English, Administration",4,10
Customer Care Agent,Filkhedma, New Cairo,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Customer Care, Call Center, Customer Support, Communication Skills, Microsoft Office, English, Customer Service/Support",1,3
T24 Senior Technical Consultant,Ultimate Solutions Egypt, 6th of October,Full Time,Experienced,2-6 Yrs of Exp,Giza,"Males Only, Development, Implementation, Technical Analysis, Accounting, Computer Science, Information Technology (IT), Engineering",2,6
Data Entry Specialist (Call Center),Cairo Expo for Marketing & Exhibitions, Haram,Full Time,Entry Level,1-2 Yrs of Exp,Giza,"Females Only, Customer Service, Data Entry, Microsoft Office, Typing Skills, Call Center, Customer Support, English, Speed",1,2
Team Leader -English Speaker,Majorel Egypt, Mandara,Full Time,Manager,1-3 Yrs of Exp,Alexandria,"Call Center, Leadership Skills, Operations, Customer Service, English, Customer Service/Support, Operations/Management",1,3
Technical Office Engineer,Future Office Furniture, Badr City,Full Time,Experienced,5-10 Yrs of Exp,Cairo,"Engineering, Architecture, Technical Support, AutoCAD, Drawing, Office Furniture, Technical Office, Applied Arts, Interior Design",5,10
Senior Sales Account Manager,eSky IT, New Cairo,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Selling, technical, IT, SOLUTIONS, Customer Service, Computer Science, Information Technology (IT)",4,6
Community HUB Coordinator / Assistant To The...,Kiva International Preschool, New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"English, Microsoft Excel, Word, Administration, Operations, Social Media Management, Design, Administration",1,3
AX Dynamics Developer,Wagdy moamen Group, Obour City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Information Technology (IT), SQL, AX, Microsoft Dynamics AX, Dynamics AX 2012, Computer Science, C#, Engineering, Telecom, SSRS",3,5
Resident Engineer,eSky IT, Cairo,Full Time,Freelance / Project,1-2 Yrs of Exp,Egypt,"2 Vacancies, Males Preferred, Engineering, CCNA, msca, Networking, VDI, Computer Science, Information Technology (IT)",1,2
Mechanical Engineer - Heavy Equipment,Confidential, Heliopolis,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Mechanical Engineering, Mechanics, Maintenance Equipment, Heavy Equipment, Equipment Maintenance, Installation/Maintenance/Repair",3,5
Warehouse Manager,Unival, Katameya,Full Time,Manager,3+ Yrs of Exp,Cairo,"Logistics, Warehousing, Warehouse, Logistics/Supply Chain",3,5
Receptionist,Unival, Sheraton,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Admin Work, Admin Assistant, Microsoft Office, Office Management, Secretary, Administration",1,2
Sales Specialist,Unival, Sheraton,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Sales Target, Indoor Sales, Sales/Retail",1,3
HR Specialist,Unival, Sheraton,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Recruitment, Personnel, Microsoft Office, Performance Management, Employee Relations, Compensation, Benefits, Selecting",2,3
HR Intern,Al Futtaim, New Cairo,Internship,Entry Level,0 Yrs of Exp,Cairo,"HR, Recruitment, Human Resources",0,2
Sales & Marketing Specialist,Unival, Sheraton,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Marketing/PR/Advertising, Sales/Retail",2,3
HR Intern,Al Futtaim, New Cairo,Internship,Entry Level,0 Yrs of Exp,Cairo,"HR, Recruitment, Human Resources",0,2
Social Media Moderator,PANTS, Heliopolis,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Social Media, E-marketing, E-commerce, Sales, Retail, Fashion, Communication, Arabic, Typing, English, Excel",0,1
OD Specialist,Premium Card, Dokki,Full Time,Experienced,2-4 Yrs of Exp,Giza,"Human Resources (HR), HR, Organizational Development, Business Administration, Human Resources",2,4
Senior Civil Engineer,El Nasr Group, Heliopolis,Full Time,Experienced,10-12 Yrs of Exp,Cairo,"Construction, Infrastructure Engineering, English, Project Management, Microsoft Office",10,12
Senior Microsoft Nav Developer,Flairstech, Maadi,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Computer Science, Software Development, Microsoft SQL Server, English, Computer Engineering, Microsoft Nav Development",5,7
Back End Developer - ASP.NET,PIXEL, Hadayek Alahram,Full Time,Experienced,3+ Yrs of Exp,Giza,"Information Technology (IT), ASP.NET, Web API, Design, MVC, Software Development, MySQL, GITHub, Installation/Maintenance/Repair",3,5
Warehouse Accountant,Confidential, Heliopolis,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Financial Analysis, Financial Management, Finance, Warehouse Accountant, Commerce, Construction, Microsoft Dynamics, Accounting/Finance",2,4
Property Consultant - Sales Real Estate,El Moltaqa, Nasr City,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Sales Target, Real Estate Sales, Property Consultant, Sales/Retail",2,3
Civil Site & Technical Office Engineer,M² Developments, Maadi,Full Time,Experienced,4-7 Yrs of Exp,Cairo,"Civil Engineering, AutoCAD, Construction, Shop Drawings, Site, Concrete, Microsoft Office, Engineering - Construction/Civil/Architecture",4,7
Dutch Technical Support Representative,Sykes Enterprises, Maadi,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Technical Support, Customer Service, Customer Care, Customer Support, Communication Skills, Telecommunication, Dutch, Computer Science",1,3
Precision Agriculture Software System Sales...,THE PLATFORM, New Cairo,Full Time,Part Time,4-10 Yrs of Exp,Cairo,"Information Technology (IT), Sales Engineering, Agriculture Software, PIVOT Farming, Palm Tree Farming, SAAS, Sales/Retail",4,10
IT Sales Specialist,PIXEL, Haram,Full Time,Experienced,2+ Yrs of Exp,Giza,"Computer Science, Installation, IT, Selling, Sales Skills, Sales Target, IT/Software Development, Sales/Retail",2,4
Logistics Specialist,PANTS, Heliopolis,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Logistics, E-commerce, Communication Skills, Business, Computer Skills, Logistics/Supply Chain, Operations/Management, Sales/Retail",0,2
Customer Service Advisor - Medical Insurance...,NAOS Marketing, New Cairo,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Males Only, Customer Service, Customer Care, Customer Support, Call Center, Communication Skills, Computer Skills, Microsoft Office",1,2
Operations Manager,Almotaheda, Nasr City,Full Time,Manager,7-12 Yrs of Exp,Cairo,"Management, Communication Skills, Operations/Management",7,12
Receptionist - (Mansoura),OPPO Egypt, Mansoura,Full Time,Entry Level,1-3 Yrs of Exp,Dakahlia,"Receptionist, Front Desk, Microsoft Office, Communication Skills, Presentation Skills, Customer Support, Customer Service, English",1,3
Procurement Manager,KidZania Cairo, New Cairo,Full Time,Manager,7-15 Yrs of Exp,Cairo,"Purchasing, Supply Chain, Logistics, English, Logistics/Supply Chain, Purchasing/Procurement",7,15
Sales Manager,Almotaheda, Nasr City,Full Time,Manager,7-10 Yrs of Exp,Cairo,"Sales Target, Management, Sales/Retail",7,10
Sales Engineer,GlassRock Insulation Co., Maadi,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Civil, Architectural, Mechanical, Engineering - Construction/Civil/Architecture, Sales/Retail",2,3
Sales Specialist - Beheira / Kafr El Sheikh,Innovera for Education Technology, Beheira,Full Time,Entry Level,0 Yrs of Exp,Egypt,"Males Only, Sales Skills, Sales Target, Customer Service, Arabic, English, Sales/Retail",0,2
Senior R&D Pharmacist,Heliopolis University, Salam City,Full Time,Experienced,7-10 Yrs of Exp,Cairo,"Pharmacy, Research, Development, Data Analysis, SOP, Pharmaceutical Processes, R&D, English, R&D/Science, Pharmaceutical",7,10
Sales Specialist - Assuit / Sohag,Innovera for Education Technology, Assiut,Full Time,Entry Level,0 Yrs of Exp,Egypt,"Males Only, Sales Skills, Sales Target, Customer Service, Arabic, English, Sales/Retail",0,2
Receptionist - ( Beni Suef ),OPPO Egypt, Beni Suef,Full Time,Entry Level,1-5 Yrs of Exp,Egypt,"Customer Service, Administration, Microsoft Office, Office Management, Secretary, Communication Skills, Customer Care, Customer Support",1,5
Customer Service Agent For Bilingual - French &...,NAOS Marketing, Maadi,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Call Center, Customer Service, Customer Support, Customer Care, Communication Skills, Technical Support, French, English",1,3
Senior Real Estate Agent - Commercial Experience,Confidential, Nasr City,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Real Estate, Sales Skills, Sales Target, Outdoor Sales, Property, Customer Service, Customer Care, Customer Support, Advertising",3,5
Outdoor Sales Representative,Almotaheda, Nasr City,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Outdoor Sales, Sales Target, Sales/Retail",2,5
.Net Technical Lead,LINK Development, Maadi,Full Time,Manager,6-10 Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, ASP.NET, C#, Computer Engineering, SQL, Software, MVC, Angular, OOP, SharePoint",6,10
Cost Accountant,Chema Foam, 10th of Ramadan City,Full Time,Experienced,3-5 Yrs of Exp,Sharqia,"Financial Analysis, Cost Accounting, Data Analysis, Commerce, Management, Accounting/Finance",3,5
Mobile Repair Engineer - Beni Suef - (Males Only),OPPO Egypt, Beni Suef,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Telecom Engineering, Software, Mobile Hardware, Electronics, Microsoft Office, Mobile Repair, Mobile Maintenance, English, Arabic",1,3
Products Sr. Specialist,Masary, Mokattam,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Marketing, Planning, Product Development, CX, Business Analysis, Engineering, Telecom, IT, Computer Science",2,3
Sales Team Leader - Real Estate,BLU Real Estate, Heliopolis,Full Time,Manager,4-6 Yrs of Exp,Cairo,"Real Estate, Property Consultant, Brokerage, Sales Skills, Indoor Sales, Outdoor Sales, Team Leader, Sales Executive, Coldwell Banker",4,6
Social Media Specialist,Confidential, Heliopolis,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Social media management, E-marketing, Skills, GCC, Marketing/PR/Advertising, Media/Journalism/Publishing",2,3
Digital Marketing Manager,Confidential, Heliopolis,Full Time,Manager,5-8 Yrs of Exp,Cairo,"Digital Marketing, Social Media, Media Buying, Design, Development, Operations/Management, Marketing/PR/Advertising",5,8
Mechanical Engineer,Otrac, Salam City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Mechanical Engineering, Maintenance, Installation/Maintenance/Repair, Engineering - Mechanical/Electrical",1,3
Technical Support Engineer,GUC, New Cairo,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Technical Support, Information Technology (IT), Computer Science, Customer Service, Customer Care, Customer Support, Linux, MacOS",3,5
Internal Auditor,Confidential, Nasr City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Auditing, Accounting, Finance, Financial Analysis, Accounting/Finance",3,5
Plumping Engineer.,Two-Wires, Cairo,Full Time,Experienced,3-4 Yrs of Exp,Egypt,"site, Electrical Engineering, English, Mechanical Engineer, Engineering - Mechanical/Electrical",3,4
Senior Back End Developer,Youxel, Maadi,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Back End, Backend Development, Web Development, Computer Science, Information Technology (IT), C#, ASP.NET, MVC, Microsoft SQL Server",2,4
Senior Front-End Developer,Youxel, Cairo,Full Time,Experienced,2-4 Yrs of Exp,Egypt,"OOP, MV, HTML5, CSS3, RWD, javaScript, AngularJS, TFS, API, NG2, NODEJS, Computer Science, Front End, Web Development",2,4
Senior UI/UX Designer,Youxel, Maadi,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"UI, UX, HTML, CSS, Adobe Photoshop, Adobe Illustrator, Mobile Design, Adobe Suite, Mock-Ups, UI/UX, Mobile Interface, Front End",2,5
